time,open,high,low,close,Factor 1,High band,Low band,High band 2,Low band 2,High band 2,Low band 2,Line 1,Line 2,,Plot,Plot,Plot,Plot,Plot,Plot
2023-03-14,71.870003,71.870003,71.870003,71.870003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-03-17,72.330002,73.5,71.730003,71.730003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-03-22,71.82,73.419998,71.82,73.419998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-03-27,72.190002,72.190002,72.160004,72.160004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-03-30,71.970001,72.68,71.970001,72.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04,72.260002,73.559998,72.260002,73.190002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-11,73,73.510002,72.599998,73.400002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-14,73.209999,73.32,72.360001,72.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-19,72.360001,72.959999,71.650002,71.650002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-24,71.540001,71.989998,71.540001,71.830002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-27,72.040001,72.809998,71.57,72.809998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-03,72.870003,74.029999,72.639999,72.639999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-08,73.199997,73.709999,73.199997,73.339996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-11,73.779999,74.029999,73.529999,73.730003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-16,73.389999,73.389999,72.129997,72.129997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-19,72.449997,72.730003,72.449997,72.550003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-24,72.790001,72.790001,72.129997,72.129997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.463122994479725,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-29,72.209999,73.620003,72.169998,73.620003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.26696249061986,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-06-01,72.889999,73.279999,72.160004,72.699997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.49545583423679,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-06-06,72.68,72.93,72.220001,72.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.793579574972206,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-06-09,72.620003,72.620003,71.660004,71.660004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.52141734826593,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-06-14,71.760002,71.760002,71,71.309998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.401539976182875,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-06-19,71.050003,71.169998,70.110001,70.110001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.41773103989734,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-06-22,69.800003,70.260002,69.5,70.230003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.78142085285497,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-06-27,70.120003,70.120003,69.400002,69.830002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.91122540827276,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-06-30,69.779999,70.43,69.779999,70.330002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.922546267425886,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-05,70.199997,70.349998,69.879997,70.080002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.04188420495122,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-10,70.099998,70.099998,69.639999,69.889999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.14143754974158,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-13,69.970001,69.970001,69.110001,69.110001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.2184322710733,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-18,69.260002,70.279999,69.260002,70.160004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.496721453398116,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-21,70.309998,70.68,70.080002,70.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.750668538662254,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-26,70.790001,70.860001,70.339996,70.769997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.41903713829017,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-31,70.580002,71.050003,70.290001,70.290001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.631839369742636,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-03,70.540001,70.540001,69.889999,69.889999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.15225429493042,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-08,70.169998,70.169998,69.160004,69.160004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.9702201371095,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-11,69.449997,69.57,69.400002,69.400002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.46316781948515,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-17,69.220001,69.220001,68.980003,68.989998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.30914267574095,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
2023-08-22,69.489998,70.5,69.489998,70.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.394584452545914,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
